67,21,0,1289624400
21,67,0,1289624400
50,21,1,1289710800
21,50,4,1289710800
53,49,7,1290488400
1,50,1,1291006800
49,53,2,1291006800
1,49,0,1291093200
75,1,1,1293426000
1,75,0,1293426000
48,51,0,1300766400
51,48,0,1300766400
51,49,1,1301544000
49,51,0,1301544000
74,1,2,1304395200
1,74,2,1304568000
73,1,2,1305518400
38,53,0,1307160000
53,38,0,1307160000
45,49,0,1307246400
49,45,0,1307246400
21,53,7,1307592000
53,21,7,1307592000
49,50,7,1308196800
1,47,0,1309147200
37,38,8,1309406400
47,1,3,1309752000
50,1,3,1311307200
46,49,2,1312344000
1,73,1,1312948800
38,1,4,1314158400
44,1,3,1314763200
1,44,0,1314763200
1,37,3,1314936000
1,38,1,1314936000
37,1,4,1315022400
37,43,0,1315281600
44,30,2,1315540800
30,44,2,1315540800
1,7,9,1317182400
38,45,1,1317614400
38,7,8,1317960000
46,1,3,1319860800
1,46,1,1319860800
96,37,0,1320379200
37,96,0,1320379200
70,46,4,1320552000
38,37,8,1321506000
38,14,0,1321765200
14,38,0,1321851600
70,43,4,1322197200
1,72,0,1322715600
36,1,4,1322802000
1,36,1,1322802000
70,49,6,1322974800
37,72,0,1323147600
14,37,2,1323234000
1,35,0,1323838800
37,14,1,1323838800
35,45,0,1323838800
30,43,3,1323925200
43,30,3,1323925200
50,70,1,1324184400
70,50,4,1324184400
37,7,8,1324530000
38,72,0,1325134800
72,38,0,1325134800
1,71,0,1326085200
14,72,2,1326517200
96,49,3,1326776400
49,96,2,1326776400
72,14,2,1326776400
35,1,4,1326949200
72,30,3,1326949200
30,72,3,1326949200
49,46,2,1327381200
70,72,2,1328158800
96,72,0,1328158800
72,96,0,1328158800
43,70,4,1328331600
14,96,1,1328504400
96,14,1,1328677200
83,49,0,1329454800
49,83,0,1329454800
71,1,2,1329541200
46,21,0,1330059600
30,70,3,1330059600
21,46,2,1330146000
45,1,3,1330578000
1,45,3,1330578000
70,1,2,1330837200
70,30,5,1330837200
70,53,2,1332129600
53,70,2,1332129600
34,1,4,1332216000
33,83,0,1333080000
83,33,0,1333080000
30,46,5,1333252800
46,30,0,1333252800
30,49,9,1333339200
49,30,7,1333339200
30,48,3,1334030400
1,24,1,1334116800
32,1,4,1334635200
1,33,1,1334721600
1,32,1,1334808000
83,53,0,1335240000
53,83,0,1335240000
48,30,3,1335585600
48,21,6,1335585600
48,50,5,1335585600
1,69,0,1335758400
13,49,0,1335844800
49,13,0,1335844800
49,70,4,1336104000
51,53,3,1336449600
53,51,2,1336449600
43,49,3,1336968000
6,1,9,1337572800
1,6,0,1337572800
72,70,0,1337659200
72,21,0,1337659200
53,43,2,1337832000
94,13,0,1338264000
13,94,0,1338264000
13,53,4,1340337600
53,13,4,1340337600
1,68,0,1341115200
94,53,1,1341201600
53,94,1,1341201600
1,67,0,1341288000
66,1,2,1342238400
1,66,0,1342238400
14,1,5,1342584000
1,30,2,1342584000
1,14,2,1343016000
21,49,9,1343102400
49,21,9,1343102400
30,1,4,1343275200
43,82,1,1343707200
33,1,4,1344571200
43,46,2,1344571200
46,70,0,1344571200
74,49,4,1344916800
49,74,4,1344916800
11,49,0,1345003200
49,11,0,1345003200
11,7,4,1345089600
7,11,4,1345176000
1,11,2,1345521600
37,27,4,1345521600
21,30,7,1345608000
30,21,7,1345608000
33,11,0,1345694400
11,33,0,1345694400
1,29,0,1345867200
11,21,4,1346040000
29,1,4,1346126400
21,11,3,1346126400
67,1,2,1346817600
21,27,1,1347076800
11,53,0,1347508800
53,11,0,1347508800
24,68,0,1347595200
43,53,4,1347768000
5,1,9,1347854400
1,5,0,1347854400
46,82,0,1348027200
1,4,0,1349841600
4,1,9,1350014400
26,1,4,1350100800
1,26,2,1350187200
43,8,0,1350619200
1,8,0,1350792000
11,1,6,1351742400
72,8,0,1352696400
31,1,4,1353301200
1,34,4,1353301200
1,31,1,1353301200
64,1,2,1353819600
1,64,1,1353819600
50,49,7,1353992400
48,1,3,1354078800
1,48,1,1354078800
48,72,4,1354078800
72,48,4,1354078800
72,1,2,1354165200
72,37,1,1354165200
1,62,0,1355115600
45,46,4,1355547600
42,1,3,1355634000
1,28,1,1355893200
63,58,1,1355979600
58,63,0,1355979600
82,46,4,1356757200
62,1,2,1357275600
1,61,0,1357534800
1,63,1,1358139600
46,43,-2,1358312400
96,11,1,1358658000
63,1,2,1358744400
1,60,0,1359694800
28,1,4,1360386000
46,53,-11,1360472400
1,3,0,1361077200
49,37,0,1361250000
61,1,2,1361595600
58,8,2,1361595600
8,58,2,1361595600
1,41,1,1362027600
58,1,2,1362114000
3,89,0,1362114000
46,45,4,1362200400
46,55,3,1362200400
1,42,2,1362546000
89,58,1,1362546000
69,1,2,1363579200
1,58,1,1363665600
65,1,2,1363924800
1,65,1,1363924800
27,37,7,1364616000
25,1,4,1364961600
53,46,-11,1365307200
43,80,0,1365566400
10,1,6,1365652800
1,10,3,1365652800
8,3,-2,1365825600
69,46,1,1367294400
46,69,1,1367294400
94,37,0,1367985600
37,94,0,1367985600
99,53,0,1368417600
53,99,0,1368417600
23,1,4,1368676800
57,1,2,1368676800
1,57,2,1368676800
1,98,0,1369022400
1,23,2,1369108800
1,56,0,1369627200
3,1,9,1369713600
53,50,-2,1369800000
1,97,0,1369886400
56,1,2,1369972800
96,1,1,1370318400
1,95,0,1370577600
27,1,4,1370836800
1,27,4,1370836800
27,21,1,1370836800
41,1,3,1371009600
95,1,1,1371182400
68,24,1,1371182400
72,97,0,1371441600
1,43,4,1372046400
1,40,1,1372392000
59,1,2,1372737600
1,59,1,1372737600
40,1,3,1373342400
98,1,1,1373688000
1,94,0,1373774400
21,1,4,1374033600
55,1,2,1374206400
40,22,0,1374379200
22,40,0,1374379200
43,1,3,1374984000
1,54,0,1375070400
39,53,1,1375156800
53,39,1,1375156800
53,1,2,1375243200
1,53,2,1375243200
1,93,0,1375243200
81,39,0,1375329600
39,81,0,1375329600
93,1,1,1375675200
97,1,1,1376366400
97,72,1,1376366400
97,87,0,1376366400
2,1,9,1376539200
49,8,0,1376625600
1,92,0,1378094400
43,22,0,1378094400
60,1,2,1378267200
22,1,4,1378353600
91,1,1,1378353600
92,1,1,1378353600
1,22,4,1378353600
54,1,2,1378612800
22,60,0,1378785600
1,91,1,1378872000
1,88,0,1378872000
