0,0
1,20
2,3
3,1
4,0
5,0
6,2
7,3
8,20
9,1
10,1
11,19
12,0
13,14
14,12
15,6
16,0
17,0
18,5
19,0
20,20
21,20
22,9
23,1
24,0
25,2
26,2
27,2
28,0
29,1
30,20
31,0
32,0
33,5
34,0
35,1
36,0
37,20
38,20
39,14
40,4
41,1
42,9
43,20
44,3
45,20
46,20
47,0
48,11
49,20
50,15
51,19
52,0
53,20
54,0
55,12
56,0
57,1
58,3
59,1
60,2
61,4
62,5
63,1
64,0
65,1
66,0
67,4
68,7
69,3
70,20
71,1
72,20
73,0
74,7
75,2
76,0
77,0
78,0
79,20
80,18
81,1
82,9
83,14
84,5
85,1
86,0
87,1
88,2
89,3
90,0
91,0
92,5
93,0
94,5
95,1
96,13
97,8
98,1
99,1
