3850	3804	0
3804	3850	0
3833	3804	1
3804	3833	4
3836	3832	7
3784	3833	1
3832	3836	2
3784	3832	0
3858	3784	1
3784	3858	0
3831	3834	0
3834	3831	0
3834	3832	1
3832	3834	0
3857	3784	2
3784	3857	2
3856	3784	2
3821	3836	0
3836	3821	0
3828	3832	0
3832	3828	0
3804	3836	7
3836	3804	7
3832	3833	7
3784	3830	0
3820	3821	8
3830	3784	3
3833	3784	3
3829	3832	2
3784	3856	1
3821	3784	4
3827	3784	3
3784	3827	0
3784	3820	3
3784	3821	1
3820	3784	4
3820	3826	0
3827	3813	2
3813	3827	2
3784	3790	9
3821	3828	1
3821	3790	8
3829	3784	3
3784	3829	1
3879	3820	0
3820	3879	0
3853	3829	4
3821	3820	8
3821	3797	0
3797	3821	0
3853	3826	4
3784	3855	0
3819	3784	4
3784	3819	1
3853	3832	6
3820	3855	0
3797	3820	2
3784	3818	0
3820	3797	1
3818	3828	0
3813	3826	3
3826	3813	3
3833	3853	1
3853	3833	4
3820	3790	8
3821	3855	0
3855	3821	0
3784	3854	0
3797	3855	2
3879	3832	3
3832	3879	2
3855	3797	2
3818	3784	4
3855	3813	3
3813	3855	3
3832	3829	2
3853	3855	2
3879	3855	0
3855	3879	0
3826	3853	4
3797	3879	1
3879	3797	1
3866	3832	0
3832	3866	0
3854	3784	2
3829	3804	0
3813	3853	3
3804	3829	2
3828	3784	3
3784	3828	3
3853	3784	2
3853	3813	5
3853	3836	2
3836	3853	2
3817	3784	4
3816	3866	0
3866	3816	0
3813	3829	5
3829	3813	0
3813	3832	9
3832	3813	7
3813	3831	3
3784	3807	1
3815	3784	4
3784	3816	1
3784	3815	1
3866	3836	0
3836	3866	0
3831	3813	3
3831	3804	6
3831	3833	5
3784	3852	0
3796	3832	0
3832	3796	0
3832	3853	4
3834	3836	3
3836	3834	2
3826	3832	3
3789	3784	9
3784	3789	0
3855	3853	0
3855	3804	0
3836	3826	2
3877	3796	0
3796	3877	0
3796	3836	4
3836	3796	4
3784	3851	0
3877	3836	1
3836	3877	1
3784	3850	0
3849	3784	2
3784	3849	0
3797	3784	5
3784	3813	2
3784	3797	2
3804	3832	9
3832	3804	9
3813	3784	4
3826	3865	1
3816	3784	4
3826	3829	2
3829	3853	0
3857	3832	4
3832	3857	4
3794	3832	0
3832	3794	0
3794	3790	4
3790	3794	4
3784	3794	2
3820	3810	4
3804	3813	7
3813	3804	7
3816	3794	0
3794	3816	0
3784	3812	0
3794	3804	4
3812	3784	4
3804	3794	3
3850	3784	2
3804	3810	1
3794	3836	0
3836	3794	0
3807	3851	0
3826	3836	4
3788	3784	9
3784	3788	0
3829	3865	0
3784	3787	0
3787	3784	9
3809	3784	4
3784	3809	2
3826	3791	0
3784	3791	0
3794	3784	6
3855	3791	0
3814	3784	4
3784	3817	4
3784	3814	1
3847	3784	2
3784	3847	1
3833	3832	7
3831	3784	3
3784	3831	1
3831	3855	4
3855	3831	4
3855	3784	2
3855	3820	1
3784	3845	0
3828	3829	4
3825	3784	3
3784	3811	1
3846	3841	1
3841	3846	0
3865	3829	4
3845	3784	2
3784	3844	0
3784	3846	1
3829	3826	-2
3879	3794	1
3846	3784	2
3784	3843	0
3811	3784	4
3829	3836	-11
3784	3786	0
3832	3820	0
3844	3784	2
3841	3791	2
3791	3841	2
3784	3824	1
3841	3784	2
3786	3872	0
3829	3828	4
3829	3838	3
3784	3825	2
3872	3841	1
3852	3784	2
3784	3841	1
3848	3784	2
3784	3848	1
3810	3820	7
3808	3784	4
3836	3829	-11
3826	3863	0
3793	3784	6
3784	3793	3
3791	3786	-2
3852	3829	1
3829	3852	1
3877	3820	0
3820	3877	0
3882	3836	0
3836	3882	0
3806	3784	4
3840	3784	2
3784	3840	2
3784	3881	0
3784	3806	2
3784	3839	0
3786	3784	9
3836	3833	-2
3784	3880	0
3839	3784	2
3879	3784	1
3784	3878	0
3810	3784	4
3784	3810	4
3810	3804	1
3824	3784	3
3878	3784	1
3851	3807	1
3855	3880	0
3784	3826	4
3784	3823	1
3842	3784	2
3784	3842	1
3823	3784	3
3881	3784	1
3784	3877	0
3804	3784	4
3838	3784	2
3823	3805	0
3805	3823	0
3826	3784	3
3784	3837	0
3822	3836	1
3836	3822	1
3836	3784	2
3784	3836	2
3784	3876	0
3864	3822	0
3822	3864	0
3876	3784	1
3880	3784	1
3880	3855	1
3880	3870	0
3785	3784	9
3832	3791	0
3784	3875	0
3826	3805	0
3843	3784	2
3805	3784	4
3874	3784	1
3875	3784	1
3784	3805	4
3837	3784	2
3805	3843	0
3784	3874	1
3784	3871	0
3843	3805	0
3784	3873	0
3873	3784	1
3880	3820	0
3820	3880	0
3784	3803	1
3802	3784	4
3784	3802	3
3851	3784	2
3851	3832	1
3803	3784	4
3877	3803	1
