611,2338,-7
622,515,-6
3509,768,-4
781,816,-8
683,2837,-5
1612,682,5
1808,2063,8
534,674,8
351,44,-10
562,622,6
760,3383,-2
50,619,-9
279,1,0
743,2144,-8
574,521,6
3076,2342,-6
2342,592,1
1410,45,2
2113,2581,5
913,688,-10
535,731,-8
1743,1560,6
1400,136,1
2243,3362,4
1744,1698,-8
564,805,-5
53,1501,-5
1538,30,-8
659,1934,-9
2260,2261,2
3062,303,-4
865,690,9
135,1421,6
8,2643,-5
591,632,-10
1460,3311,0
1034,83,9
360,3190,-8
1477,70,-8
2578,779,-11
662,915,7
2477,1481,-4
637,1949,6
137,932,3
711,847,8
1185,1579,4
1861,1026,-6
1510,778,-7
534,698,4
1830,1231,2
774,989,3
709,816,7
850,1034,-8
381,3084,1
3019,239,-2
149,686,-4
1614,305,1
77,1,3
1019,1607,2
1187,3463,4
1179,619,3
1,58,9
359,1491,-2
807,2752,1
752,1187,9
70,197,-2
597,1162,8
543,994,-10
562,55,-11
2844,2128,-3
681,762,9
715,45,9
2150,1120,-11
548,689,0
564,1262,-2
1238,591,0
318,1,-5
46,20,-11
876,135,6
1192,1026,-6
149,647,-4
663,1387,3
49,538,-7
619,1387,0
96,2133,8
868,1398,7
1,159,8
558,956,-7
261,1622,3
1323,535,2
1854,1398,8
729,624,5
752,1311,6
291,1939,-5
2625,534,9
1493,538,1
3221,254,-3
731,709,-8
79,690,-10
334,715,3
2344,3169,-4
2843,2148,-5
1481,1320,8
2052,1939,-8
373,1106,-9
675,1239,-6
608,1792,7
523,589,7
100,276,-2
885,2053,-7
184,690,-6
1398,816,-7
2238,689,-5
816,541,6
565,626,-5
543,683,0
610,884,-8
3581,3420,-11
571,184,5
3122,2174,-10
547,1266,9
770,805,2
641,49,-7
1982,543,2
1487,89,2
1392,139,8
608,582,-11
422,784,8
1940,1485,-8
204,540,-11
39,1510,-2
635,2830,9
43,140,-5
359,1926,-6
838,65,-9
1735,1134,-6
1019,2411,-8
770,20,-2
49,588,7
1699,604,0
378,1360,-9
986,688,2
1,317,6
564,1217,-11
1059,816,9
35,1,-7
46,767,-6
585,1070,2
1442,2580,-4
43,355,-7
540,842,4
1178,20,-5
517,578,-8
690,839,5
1030,1528,1
1909,1348,1
1481,1679,-4
571,611,-3
45,2139,2
1093,2872,-7
620,542,7
636,1480,-9
612,1030,3
589,1477,-8
373,731,8
586,1314,9
2641,1043,-11
1314,2597,8
3390,33,9
544,2506,-5
2856,1999,1
1598,682,-9
1042,682,6
2499,3339,-7
136,2315,-5
547,517,-3
2233,540,9
2188,557,-10
879,519,-10
1559,2999,-10
715,769,0
624,1228,-10
711,740,2
610,2235,3
948,1422,-11
1805,70,5
850,690,9
540,257,2
540,49,-6
519,25,-3
93,1,6
30,637,2
987,1940,9
2208,676,3
2106,3647,7
1240,1673,-5
46,675,6
1,360,8
1000,2704,8
8,2597,9
373,1360,-10
598,2803,-11
586,195,-8
774,547,-10
568,53,-5
394,688,2
